Order_ID,Order_Date,Product_ID,Quantity_Sold,Store_Region,Unit_Price,Line_Revenue,Product_Category,Current_Stock_Level,Reorder_Point,Supplier_Name,Lead_Time_Days,Inventory_Turnover_Rate,Stockout_Risk_Flag,ABC_Classification
ORD-01187,2026-05-31,PROD-008,3.0,NORTH,331.810471102533,995.4314133075989,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01188,2026-05-07,PROD-002,2.0,WEST,484.5832925329472,969.1665850658944,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01189,2026-06-04,PROD-013,4.0,SOUTH,305.78222827409377,1223.128913096375,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01190,2026-05-10,PROD-025,5.0,EAST,47.71993886183348,238.59969430916738,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01191,2026-01-17,PROD-007,4.0,NORTH,47.03597078849282,188.14388315397127,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01192,2026-04-14,PROD-009,3.0,SOUTH,476.1973782143273,1428.5921346429818,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01193,2026-06-10,PROD-022,8.0,NORTH,155.6724872505935,1245.379898004748,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01194,2026-05-17,PROD-022,4.0,NORTH,55.11282318041296,220.45129272165184,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01195,2026-02-12,PROD-011,2.0,SOUTH,303.53184770368694,607.0636954073739,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01196,2026-06-25,PROD-014,2.0,SOUTH,315.5879013622304,631.1758027244608,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01197,2026-02-08,PROD-004,1.0,EAST,327.7673618581572,327.7673618581572,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01198,2026-06-19,PROD-026,4.0,EAST,141.02699365019524,564.107974600781,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01199,2026-01-26,PROD-026,9.0,NORTH,269.8618996529029,2428.757096876126,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01200,2026-04-09,PROD-029,7.0,SOUTH,482.8575310326912,3380.0027172288383,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01201,2026-02-19,PROD-013,7.0,SOUTH,132.9375923886402,930.5631467204814,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01202,2026-06-02,PROD-002,7.0,SOUTH,341.2528811457483,2388.770168020238,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01203,2026-06-01,PROD-023,8.0,EAST,356.2486362405677,2849.9890899245415,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01204,2026-01-13,PROD-005,1.0,SOUTH,308.903634368948,308.903634368948,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01205,2026-03-01,PROD-011,8.0,NORTH,163.32462316468764,1306.596985317501,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01206,2026-05-15,PROD-006,4.0,NORTH,142.83716434439222,571.3486573775689,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01207,2026-02-26,PROD-018,4.0,WEST,302.8574585243245,1211.429834097298,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01208,2026-02-05,PROD-021,4.0,EAST,434.3868604697288,1737.5474418789152,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01209,2026-06-22,PROD-010,6.0,WEST,473.8995271724638,2843.397163034783,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01210,2026-01-20,PROD-004,7.0,SOUTH,61.89384415784124,433.2569091048887,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01211,2026-03-06,PROD-009,6.0,EAST,85.86602017288273,515.1961210372964,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01212,2026-01-08,PROD-006,1.0,NORTH,472.92076680370906,472.92076680370906,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01213,2026-05-24,PROD-002,8.0,SOUTH,370.9022618840484,2967.2180950723873,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01214,2026-05-22,PROD-017,7.0,NORTH,442.6669741665888,3098.6688191661215,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01215,2026-04-25,PROD-005,6.0,SOUTH,109.28999072631817,655.739944357909,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01216,2026-05-23,PROD-025,6.0,EAST,297.91707684360694,1787.5024610616415,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01217,2026-04-02,PROD-006,5.0,SOUTH,353.55840126456206,1767.7920063228103,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01218,2026-04-08,PROD-026,6.0,SOUTH,343.2548238690166,2059.5289432141,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01219,2026-03-07,PROD-012,9.0,NORTH,209.9943285246821,1889.9489567221387,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01220,2026-02-01,PROD-023,9.0,NORTH,17.543496928741153,157.89147235867037,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01221,2026-03-27,PROD-021,8.0,SOUTH,295.6337678340889,2365.0701426727114,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01222,2026-02-20,PROD-010,9.0,WEST,134.0197541980083,1206.1777877820746,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01223,2026-06-02,PROD-022,8.0,EAST,230.62458061001627,1844.9966448801301,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01224,2026-03-04,PROD-021,8.0,EAST,479.2146973910705,3833.717579128564,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01225,2026-05-05,PROD-027,1.0,NORTH,205.52730564479305,205.52730564479305,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01226,2026-05-30,PROD-025,5.0,NORTH,421.5027872655691,2107.5139363278454,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01227,2026-02-27,PROD-006,4.0,SOUTH,102.38489681713304,409.53958726853216,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01228,2026-02-27,PROD-027,2.0,NORTH,339.5056440322641,679.0112880645282,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01229,2026-03-27,PROD-008,8.0,NORTH,488.7334076750823,3909.867261400658,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01230,2026-02-18,PROD-002,3.0,SOUTH,59.92761942773903,179.78285828321708,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01231,2026-06-29,PROD-012,4.0,NORTH,14.076771691324089,56.307086765296354,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01232,2026-06-19,PROD-013,7.0,NORTH,222.45556838998104,1557.1889787298674,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01233,2026-03-11,PROD-025,9.0,NORTH,55.38648669516993,498.47838025652936,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01234,2026-01-15,PROD-021,2.0,SOUTH,376.70833134135336,753.4166626827067,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01235,2026-02-23,PROD-007,3.0,WEST,458.1288452857939,1374.3865358573817,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01236,2026-04-11,PROD-010,4.0,NORTH,222.67027662729183,890.6811065091673,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01237,2026-01-08,PROD-013,1.0,SOUTH,136.76870465616605,136.76870465616605,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01238,2026-02-22,PROD-017,7.0,EAST,222.8576263132388,1560.0033841926715,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01239,2026-03-01,PROD-026,2.0,SOUTH,364.4894307465005,728.978861493001,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01240,2026-04-18,PROD-021,5.0,WEST,14.43653917438178,72.1826958719089,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01241,2026-01-05,PROD-028,1.0,EAST,298.8324548475016,298.8324548475016,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01242,2026-04-13,PROD-030,3.0,NORTH,310.5129255948157,931.5387767844472,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01243,2026-01-06,PROD-026,2.0,NORTH,322.4672409790084,644.9344819580168,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01244,2026-04-19,PROD-014,1.0,NORTH,128.59081919062982,128.59081919062982,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01245,2026-04-26,PROD-002,7.0,SOUTH,359.8858344552821,2519.2008411869747,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01246,2026-04-04,PROD-028,5.0,SOUTH,54.78182830257044,273.9091415128522,Home Appliances,39,23,Alpha Logistics,12,4.26,0,A
ORD-01247,2026-02-16,PROD-022,1.0,SOUTH,107.6424648687324,107.6424648687324,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01248,2026-04-09,PROD-011,6.0,WEST,439.9603228606961,2639.7619371641767,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01249,2026-02-24,PROD-001,5.0,WEST,371.9743438560175,1859.8717192800877,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01250,2026-06-17,PROD-019,3.0,SOUTH,16.735321465559174,50.20596439667752,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01251,2026-02-21,PROD-021,7.0,EAST,131.70436758120212,921.9305730684148,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01252,2026-05-24,PROD-004,9.0,EAST,115.05917666665064,1035.5325899998559,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01253,2026-01-13,PROD-019,9.0,WEST,142.69510073811657,1284.255906643049,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01254,2026-04-24,PROD-026,9.0,WEST,131.30428743714435,1181.7385869342993,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01255,2026-05-04,PROD-029,2.0,NORTH,40.63788491399441,81.27576982798882,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01256,2026-04-16,PROD-021,3.0,EAST,234.880853132442,704.6425593973261,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01257,2026-06-07,PROD-011,7.0,SOUTH,369.0394026452209,2583.275818516546,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01258,2026-05-27,PROD-008,5.0,EAST,307.29854511154383,1536.492725557719,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01259,2026-05-25,PROD-011,2.0,NORTH,339.7071176130591,679.4142352261182,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01260,2026-04-30,PROD-004,3.0,SOUTH,49.76309748275718,149.28929244827154,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01261,2026-03-04,PROD-017,6.0,WEST,476.2304479866257,2857.382687919754,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01262,2026-01-19,PROD-027,7.0,WEST,420.86099858308216,2946.026990081575,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01263,2026-04-02,PROD-007,9.0,NORTH,404.49425606287474,3640.4483045658726,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01264,2026-02-27,PROD-008,1.0,SOUTH,413.2620644704661,413.2620644704661,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01265,2026-03-31,PROD-003,7.0,WEST,467.02814898505306,3269.1970428953714,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01266,2026-04-27,PROD-022,8.0,NORTH,276.68444339571187,2213.475547165695,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01267,2026-03-03,PROD-002,3.0,WEST,108.13818875513668,324.41456626541003,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01268,2026-01-23,PROD-023,4.0,NORTH,312.22396784774514,1248.8958713909806,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01269,2026-05-07,PROD-015,6.0,NORTH,374.0119318972901,2244.0715913837403,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01270,2026-05-17,PROD-024,7.0,NORTH,371.57952274347247,2601.0566592043074,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01271,2026-05-20,PROD-022,4.0,WEST,265.5100218417713,1062.040087367085,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01272,2026-05-09,PROD-022,8.0,EAST,43.54477247345325,348.358179787626,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01273,2026-02-27,PROD-005,5.0,NORTH,191.84533983076264,959.2266991538132,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01274,2026-05-02,PROD-024,1.0,SOUTH,461.1756381470451,461.1756381470451,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01275,2026-01-01,PROD-001,4.0,WEST,296.3799657811388,1185.5198631245553,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01276,2026-02-03,PROD-026,3.0,SOUTH,273.7826521952996,821.3479565858988,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01277,2026-04-06,PROD-004,9.0,WEST,141.73822204727483,1275.6439984254735,Office Supplies,257,16,Alpha Logistics,15,0.55,0,B
ORD-01278,2026-05-06,PROD-015,8.0,EAST,190.5399707591237,1524.3197660729895,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01279,2026-04-28,PROD-020,1.0,EAST,448.71958368505295,448.71958368505295,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01280,2026-02-17,PROD-019,6.0,EAST,336.5668932881495,2019.4013597288972,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01281,2026-03-30,PROD-003,9.0,SOUTH,395.8196431086431,3562.376787977788,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01282,2026-04-27,PROD-020,7.0,EAST,232.629257303151,1628.404801122057,Office Supplies,278,38,Beta Manufacturing,14,0.53,0,A
ORD-01283,2026-05-09,PROD-011,4.0,NORTH,318.8211375335174,1275.2845501340696,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01284,2026-01-16,PROD-017,1.0,NORTH,131.70796828417167,131.70796828417167,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01285,2026-03-10,PROD-030,2.0,SOUTH,355.6758068389083,711.3516136778165,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01286,2026-01-22,PROD-027,5.0,NORTH,219.52465351463528,1097.6232675731765,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01287,2026-04-03,PROD-013,5.0,SOUTH,226.84730225922533,1134.2365112961265,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01288,2026-03-17,PROD-011,5.0,WEST,328.167939042672,1640.83969521336,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01289,2026-06-03,PROD-002,6.0,WEST,468.7775045197741,2812.6650271186445,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01290,2026-05-24,PROD-009,8.0,SOUTH,41.363109838224254,330.90487870579403,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01291,2026-06-28,PROD-026,2.0,NORTH,414.1241863000337,828.2483726000675,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01292,2026-03-27,PROD-002,3.0,WEST,153.26772410197464,459.8031723059239,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01293,2026-01-29,PROD-021,6.0,NORTH,227.52053270812516,1365.123196248751,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01294,2026-03-10,PROD-009,3.0,NORTH,20.73753109975439,62.21259329926316,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01295,2026-02-16,PROD-009,6.0,SOUTH,157.51257813881338,945.0754688328802,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01296,2026-04-04,PROD-008,6.0,NORTH,256.2893088887639,1537.7358533325835,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01297,2026-05-24,PROD-017,2.0,SOUTH,37.52627790024512,75.05255580049024,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01298,2026-06-25,PROD-001,7.0,EAST,250.6369073977509,1754.4583517842561,Office Supplies,281,50,Gamma Corp,4,0.47,0,A
ORD-01299,2026-03-26,PROD-025,2.0,EAST,464.2842081406294,928.5684162812588,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01300,2026-02-08,PROD-029,6.0,EAST,61.64267687282456,369.85606123694737,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01301,2026-04-10,PROD-011,1.0,NORTH,384.57595675699713,384.57595675699713,Office Supplies,194,58,Gamma Corp,8,0.71,0,A
ORD-01302,2026-02-02,PROD-008,3.0,WEST,210.7388161542364,632.2164484627092,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01303,2026-04-11,PROD-010,2.0,SOUTH,331.0351201169256,662.0702402338512,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01304,2026-01-23,PROD-025,7.0,EAST,137.5159330127624,962.6115310893367,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01305,2026-01-10,PROD-007,4.0,SOUTH,88.15120864526556,352.6048345810622,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01306,2026-03-10,PROD-003,8.0,SOUTH,88.62668099290096,709.0134479432077,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01307,2026-04-10,PROD-003,6.0,EAST,44.54105336514088,267.24632019084527,Electronics,26,18,Gamma Corp,6,7.77,0,A
ORD-01308,2026-02-03,PROD-018,4.0,EAST,100.96688540160908,403.8675416064363,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01309,2026-06-29,PROD-005,5.0,SOUTH,335.46749864459446,1677.3374932229722,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01310,2026-05-18,PROD-012,9.0,EAST,442.02839980331896,3978.255598229871,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01311,2026-05-27,PROD-012,7.0,SOUTH,408.9215859396693,2862.451101577685,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01312,2026-04-06,PROD-019,9.0,SOUTH,345.7158118384972,3111.442306546475,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01313,2026-01-01,PROD-030,7.0,EAST,64.1116130714403,448.78129150008215,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01314,2026-03-10,PROD-006,1.0,NORTH,151.70184868501542,151.70184868501542,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01315,2026-01-04,PROD-002,8.0,NORTH,161.8053689080098,1294.4429512640784,Apparel,165,64,Gamma Corp,2,1.32,0,A
ORD-01316,2026-01-16,PROD-012,4.0,SOUTH,132.4789037348344,529.9156149393376,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01317,2026-01-24,PROD-019,3.0,SOUTH,262.35277325776434,787.0583197732931,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01318,2026-03-21,PROD-005,7.0,NORTH,248.70309059398946,1740.9216341579263,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01319,2026-01-02,PROD-012,3.0,SOUTH,184.874127833844,554.622383501532,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01320,2026-05-08,PROD-027,8.0,NORTH,183.3566877808537,1466.8535022468295,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01321,2026-06-09,PROD-027,6.0,NORTH,415.99224297397984,2495.953457843879,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01322,2026-03-25,PROD-017,5.0,SOUTH,396.753495676646,1983.7674783832301,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01323,2026-06-01,PROD-029,4.0,WEST,160.81995752356536,643.2798300942615,Apparel,210,15,Gamma Corp,8,0.94,0,A
ORD-01324,2026-05-20,PROD-017,8.0,NORTH,457.75633749789705,3662.0506999831764,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01325,2026-06-27,PROD-010,8.0,EAST,476.87935833122793,3815.0348666498235,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01326,2026-06-12,PROD-025,1.0,SOUTH,170.10384559472,170.10384559472,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01327,2026-05-04,PROD-023,9.0,WEST,183.66822490859687,1653.0140241773718,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01328,2026-02-02,PROD-017,5.0,SOUTH,257.7607351767598,1288.8036758837989,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01329,2026-06-10,PROD-015,5.0,WEST,471.1491981415001,2355.7459907075004,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01330,2026-06-28,PROD-012,6.0,NORTH,439.39652223973263,2636.379133438396,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01331,2026-06-20,PROD-030,6.0,NORTH,60.258301665959,361.549809995754,Apparel,85,22,Beta Manufacturing,2,1.85,0,A
ORD-01332,2026-04-11,PROD-016,2.0,NORTH,202.438064202994,404.876128405988,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01333,2026-01-12,PROD-024,8.0,NORTH,281.1518829773882,2249.2150638191056,Apparel,269,43,Gamma Corp,14,0.69,0,A
ORD-01334,2026-03-08,PROD-019,7.0,EAST,256.5349115502546,1795.7443808517824,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01335,2026-03-06,PROD-008,1.0,SOUTH,104.9929032890774,104.9929032890774,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01336,2026-06-10,PROD-021,5.0,WEST,430.8202178723958,2154.101089361979,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01337,2026-06-17,PROD-017,6.0,NORTH,341.7009836684503,2050.2059020107017,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01338,2026-03-15,PROD-023,4.0,NORTH,420.57510367738377,1682.300414709535,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01339,2026-02-12,PROD-005,2.0,SOUTH,430.7944968812414,861.5889937624828,Office Supplies,240,20,Gamma Corp,8,0.58,0,B
ORD-01340,2026-02-13,PROD-022,4.0,WEST,376.6943682962125,1506.77747318485,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01341,2026-01-29,PROD-016,1.0,NORTH,225.2131946123615,225.2131946123615,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01342,2026-05-21,PROD-006,7.0,NORTH,309.16790995755804,2164.175369702906,Apparel,53,68,Gamma Corp,10,2.85,1,A
ORD-01343,2026-01-12,PROD-008,2.0,NORTH,88.57904899867414,177.15809799734828,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01344,2026-04-05,PROD-025,2.0,NORTH,340.0862545627048,680.1725091254096,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01345,2026-02-15,PROD-018,9.0,NORTH,97.83409531224756,880.506857810228,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01346,2026-05-10,PROD-025,5.0,SOUTH,350.0352993499768,1750.176496749884,Apparel,57,29,Gamma Corp,7,2.98,0,A
ORD-01347,2026-02-04,PROD-012,2.0,NORTH,122.50309876944463,245.00619753888927,Office Supplies,179,48,Beta Manufacturing,18,1.24,0,A
ORD-01348,2026-03-22,PROD-015,9.0,SOUTH,67.60013707360778,608.4012336624701,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01349,2026-03-31,PROD-027,9.0,NORTH,90.98940017004914,818.9046015304423,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
ORD-01350,2026-01-08,PROD-026,1.0,EAST,10.976146257344432,10.976146257344432,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01351,2026-04-03,PROD-009,3.0,EAST,362.1824127482298,1086.5472382446894,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01352,2026-06-03,PROD-013,4.0,EAST,368.87651403860576,1475.506056154423,Office Supplies,55,76,Alpha Logistics,5,2.95,1,A
ORD-01353,2026-03-31,PROD-026,7.0,SOUTH,262.31734145749715,1836.22139020248,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01354,2026-06-11,PROD-015,4.0,SOUTH,89.06777251713801,356.27109006855204,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01355,2026-04-25,PROD-010,2.0,NORTH,50.94162538023797,101.88325076047595,Home Appliances,275,32,Beta Manufacturing,14,0.59,0,A
ORD-01356,2026-04-15,PROD-016,7.0,EAST,19.373193554270635,135.61235487989444,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01357,2026-05-15,PROD-007,6.0,SOUTH,91.21660671295814,547.2996402777488,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01358,2026-02-27,PROD-017,3.0,NORTH,446.5192121417419,1339.5576364252256,Apparel,139,76,Alpha Logistics,16,1.62,0,A
ORD-01359,2026-04-24,PROD-023,6.0,NORTH,128.35305243382408,770.1183146029445,Home Appliances,246,55,Beta Manufacturing,11,0.61,0,C
ORD-01360,2026-03-16,PROD-026,6.0,SOUTH,183.59295033643568,1101.557702018614,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01361,2026-06-06,PROD-021,5.0,WEST,61.61928739585326,308.0964369792663,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01362,2026-04-30,PROD-022,4.0,NORTH,118.95703932660344,475.82815730641374,Electronics,18,74,Gamma Corp,3,9.67,1,B
ORD-01363,2026-06-13,PROD-026,1.0,WEST,264.4200396823005,264.4200396823005,Home Appliances,96,59,Alpha Logistics,13,1.8,0,A
ORD-01364,2026-01-21,PROD-007,6.0,EAST,307.79881471686974,1846.7928883012185,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01365,2026-06-13,PROD-014,2.0,WEST,238.038748859201,476.077497718402,Office Supplies,59,28,Gamma Corp,6,2.44,0,C
ORD-01366,2026-05-18,PROD-015,3.0,EAST,38.28875802030744,114.86627406092232,Apparel,248,62,Alpha Logistics,8,0.69,0,A
ORD-01367,2026-04-11,PROD-021,8.0,NORTH,201.60610587242533,1612.8488469794027,Home Appliances,93,40,Alpha Logistics,8,1.61,0,A
ORD-01368,2026-06-01,PROD-007,6.0,WEST,124.75965175390373,748.5579105234224,Electronics,63,18,Alpha Logistics,16,2.59,0,B
ORD-01369,2026-06-26,PROD-009,3.0,NORTH,117.58142238260297,352.7442671478089,Office Supplies,192,77,Alpha Logistics,11,0.83,0,A
ORD-01370,2026-04-09,PROD-019,7.0,EAST,480.33277332959307,3362.3294133071513,Apparel,171,67,Gamma Corp,5,0.87,0,B
ORD-01371,2026-02-05,PROD-016,4.0,NORTH,311.9872381036048,1247.9489524144192,Electronics,135,29,Beta Manufacturing,14,0.9,0,C
ORD-01372,2026-04-06,PROD-008,9.0,SOUTH,282.87043715432696,2545.833934388943,Electronics,174,68,Gamma Corp,16,0.91,0,A
ORD-01373,2026-06-01,PROD-018,5.0,EAST,213.72980072642773,1068.6490036321386,Apparel,25,54,Gamma Corp,12,7.64,1,A
ORD-01374,2026-05-31,PROD-027,3.0,WEST,220.18272338077068,660.5481701423121,Home Appliances,268,79,Gamma Corp,13,0.69,0,A
