Order_ID,Order_Date,Product_ID,Quantity_Sold,Store_Region,Unit_Price
ORD-01402,2026-05-24,PROD-007,4.0,North,
ORD-01403,2026-04-27,PROD-015,4.0,South,134.1034679261304
ORD-01404,2026-03-10,PROD-024,2.0,East,14.889600562640194
ORD-01405,2026-04-09,PROD-017,6.0,WEST,364.4873945539069
ORD-01406,2026-05-20,PROD-004,2.0,North,272.4717336803135
ORD-01407,2026-01-25,PROD-029,7.0,NORTH,419.6976745715519
ORD-01408,2026-06-29,PROD-022,3.0,WEST,412.4802978213402
ORD-01409,2026-05-03,PROD-025,3.0,NORTH,423.22982221606276
ORD-01410,2026-02-22,PROD-013,5.0,South,247.69638338997467
ORD-01411,05/31/2026,PROD-018,3.0,south,173.47791396006417
ORD-01412,2026-05-24,PROD-001,2.0,WEST,
ORD-01413,2026-02-26,PROD-016,9.0,South,231.1341153843349
ORD-01414,2026-02-08,PROD-013,2.0,NORTH,99.8866762376829
ORD-01415,2026-04-19,PROD-010,2.0,East,428.9372695851224
ORD-01416,2026-02-11,PROD-012,8.0,East,442.45433961845015
ORD-01417,2026-06-16,PROD-030,9.0,south,238.49178050868335
ORD-01418,2026-05-22,PROD-002,7.0,WEST,47.09286638179586
ORD-01419,2026-05-02,PROD-023,3.0,WEST,200.0347840592963
ORD-01420,2026-05-13,PROD-003,9.0,WEST,403.7334531366756
ORD-01421,06/12/2026,PROD-010,3.0,South,451.86927398765204
ORD-01422,2026-03-16,PROD-002,5.0,south,109.70164382382195
ORD-01423,2026-05-26,PROD-030,9.0,WEST,42.817069892383046
ORD-01424,2026-03-17,PROD-027,3.0,South,439.9017220350909
ORD-01425,2026-01-09,PROD-023,7.0,East,200.80842009964888
ORD-01426,2026-03-15,PROD-013,1.0,NORTH,275.462872491106
ORD-01427,2026-05-25,PROD-013,4.0,South,484.3522479048719
ORD-01428,2026-01-07,PROD-018,4.0,East,42.6167166779692
ORD-01429,2026-06-23,PROD-003,7.0,East,327.6758236515268
ORD-01430,2026-05-21,PROD-027,8.0,NORTH,46.31165706168487
ORD-01431,06/17/2026,PROD-007,1.0,East,193.97977494858517
ORD-01432,2026-06-19,PROD-014,5.0,south,403.86912714478893
ORD-01433,2026-05-17,PROD-020,7.0,NORTH,222.40139405026085
ORD-01434,2026-06-27,PROD-029,4.0,East,498.6193534124457
ORD-01435,2026-01-27,PROD-030,4.0,North,283.93904962383505
ORD-01436,2026-05-02,PROD-017,4.0,South,167.36945479161722
ORD-01437,2026-01-05,PROD-029,6.0,East,117.85454969332903
ORD-01438,2026-01-29,PROD-030,7.0,south,181.7550618002193
ORD-01439,2026-06-14,PROD-021,2.0,WEST,192.5413041421799
ORD-01440,2026-06-15,PROD-012,5.0,East,43.66970208474088
ORD-01441,03/24/2026,PROD-025,4.0,WEST,191.09135771911886
ORD-01442,2026-05-16,PROD-016,3.0,North,237.47687467222022
ORD-01443,2026-04-19,PROD-024,7.0,East,364.1414985970143
ORD-01444,2026-03-06,PROD-012,6.0,NORTH,331.7974475135879
ORD-01445,2026-03-27,PROD-015,7.0,WEST,357.2951710622856
ORD-01446,2026-05-25,PROD-025,5.0,North,14.098204119659979
ORD-01447,2026-03-12,PROD-010,6.0,NORTH,116.65702579446267
ORD-01448,2026-02-14,PROD-030,5.0,NORTH,334.2253013159297
ORD-01449,2026-05-12,PROD-025,7.0,NORTH,247.1547904080761
ORD-01450,2026-02-05,PROD-007,2.0,NORTH,12.603603077489513
ORD-01451,03/11/2026,PROD-020,5.0,East,404.20237479159294
ORD-01452,2026-06-08,PROD-005,6.0,South,388.6766909122653
ORD-01453,2026-01-19,PROD-001,6.0,East,278.7253898668457
ORD-01454,2026-04-18,PROD-030,5.0,East,42.56702963037334
ORD-01455,2026-06-16,PROD-017,7.0,North,385.5923742709665
ORD-01456,2026-04-01,PROD-003,8.0,North,296.01965798836835
ORD-01457,2026-03-31,PROD-013,7.0,South,393.1603888074
ORD-01458,2026-01-19,PROD-014,5.0,North,378.3560262739618
ORD-01459,2026-02-08,PROD-024,1.0,south,403.4710152593402
ORD-01460,2026-05-06,PROD-030,5.0,South,263.82395253826616
ORD-01461,06/22/2026,PROD-018,2.0,North,78.75901391482235
ORD-01462,2026-05-21,PROD-004,5.0,South,338.8671619560474
ORD-01463,2026-05-06,PROD-018,5.0,East,314.03215467546556
ORD-01464,2026-02-27,PROD-030,2.0,East,373.7040617275527
ORD-01465,2026-05-28,PROD-005,,South,93.2416929648603
ORD-01466,2026-03-02,PROD-025,4.0,south,105.53784795114171
ORD-01467,2026-05-07,PROD-016,1.0,south,446.300663437471
ORD-01468,2026-04-15,PROD-001,3.0,South,377.4891212415147
ORD-01469,2026-06-16,PROD-021,1.0,North,455.0319594631582
ORD-01470,2026-01-01,PROD-014,5.0,WEST,381.7705073703211
ORD-01471,05/11/2026,PROD-015,4.0,south,302.6060999352479
ORD-01472,2026-04-02,PROD-009,7.0,NORTH,330.5250411436581
ORD-01473,2026-04-23,PROD-015,5.0,East,445.6726827306049
ORD-01474,2026-06-02,PROD-017,4.0,South,293.61530971085085
ORD-01475,2026-02-25,PROD-025,2.0,NORTH,319.87174892090985
ORD-01476,2026-06-10,PROD-024,4.0,South,86.67359084176428
ORD-01477,2026-06-15,PROD-004,2.0,East,242.22139785689032
ORD-01478,2026-04-27,PROD-012,8.0,East,361.0345848594685
ORD-01479,2026-05-14,PROD-027,3.0,south,142.76192217501907
ORD-01480,2026-02-27,PROD-026,9.0,south,109.1045484570221
ORD-01481,02/13/2026,PROD-005,4.0,NORTH,163.77513602996362
ORD-01482,2026-06-22,PROD-029,6.0,South,128.3353077164884
ORD-01483,2026-06-09,PROD-005,5.0,East,115.30719214783396
ORD-01484,2026-06-22,PROD-011,1.0,NORTH,218.1769130053626
ORD-01485,2026-03-02,PROD-028,9.0,WEST,454.8408718029317
ORD-01486,2026-02-16,PROD-006,1.0,NORTH,258.459226901972
ORD-01487,2026-05-29,PROD-007,8.0,North,102.08098659950828
ORD-01488,2026-03-21,PROD-024,9.0,NORTH,47.7161179966283
ORD-01489,2026-04-28,PROD-014,9.0,North,351.11651111758334
ORD-01490,2026-06-13,PROD-024,1.0,North,197.57139457383005
ORD-01491,05/27/2026,PROD-011,2.0,North,412.69716382682606
ORD-01492,2026-01-20,PROD-030,1.0,WEST,333.1602766339774
ORD-01493,2026-05-26,PROD-013,2.0,NORTH,400.1583107652706
ORD-01494,2026-02-16,PROD-002,8.0,NORTH,143.2535593150399
ORD-01495,2026-02-18,PROD-025,5.0,WEST,349.2558720059185
ORD-01496,2026-01-14,PROD-007,7.0,East,139.3903724999222
ORD-01497,2026-05-23,PROD-020,2.0,south,470.1435549306429
ORD-01498,2026-06-08,PROD-004,8.0,NORTH,321.82339795135346
ORD-01499,2026-01-01,PROD-027,6.0,south,169.0107820859176
ORD-01500,2026-04-27,PROD-008,8.0,South,142.0608125232136
ORD-01501,02/23/2026,PROD-020,1.0,South,103.55402668510531
ORD-01502,2026-04-28,PROD-029,1.0,WEST,350.3740698579266
ORD-01503,2026-01-03,PROD-022,7.0,South,117.17065036898438
ORD-01504,2026-05-24,PROD-021,8.0,South,301.69860030446966
ORD-01505,2026-01-12,PROD-019,3.0,East,139.6711631934251
ORD-01506,2026-03-15,PROD-013,5.0,East,334.3647829489956
ORD-01507,2026-01-16,PROD-014,1.0,East,409.3204669848642
ORD-01508,2026-04-12,PROD-010,7.0,South,391.23236914088005
ORD-01509,2026-06-01,PROD-011,5.0,WEST,382.81715215608307
ORD-01510,2026-06-05,PROD-002,8.0,North,101.98397878920352
ORD-01511,04/27/2026,PROD-025,8.0,North,53.308624022414165
ORD-01512,2026-01-08,PROD-026,9.0,south,352.48492595881896
ORD-01513,2026-05-02,PROD-009,7.0,North,190.49013475923215
ORD-01514,2026-04-02,PROD-017,1.0,North,221.84965093764018
ORD-01515,2026-06-13,PROD-026,3.0,East,25.26305546876162
ORD-01516,2026-03-31,PROD-003,8.0,East,137.1924601447741
ORD-01517,2026-05-16,PROD-024,3.0,South,26.50143789848737
ORD-01518,2026-03-01,PROD-006,8.0,south,440.80102857461134
ORD-01519,2026-06-27,PROD-005,1.0,NORTH,129.26437477707992
ORD-01520,2026-01-28,PROD-005,5.0,south,283.09521309077394
ORD-01521,04/11/2026,PROD-022,4.0,south,29.099867123953903
ORD-01522,2026-02-10,PROD-015,5.0,WEST,336.7552217397725
ORD-01523,2026-06-04,PROD-023,8.0,South,168.283399419506
ORD-01524,2026-05-25,PROD-017,4.0,WEST,449.98040160925626
ORD-01525,2026-06-10,PROD-009,4.0,south,445.17791257767755
ORD-01526,2026-06-06,PROD-003,3.0,south,169.3924029972564
ORD-01527,2026-05-21,PROD-020,7.0,south,451.47083888832924
ORD-01528,2026-02-15,PROD-026,3.0,North,498.1172600144016
ORD-01529,2026-02-04,PROD-017,3.0,WEST,414.45367542073456
ORD-01530,2026-05-14,PROD-029,5.0,south,423.98696040006223
ORD-01531,03/23/2026,PROD-027,5.0,East,132.01428069345405
ORD-01532,2026-04-25,PROD-010,6.0,South,292.5841754403006
ORD-01533,2026-02-16,PROD-003,8.0,South,42.95539784401025
ORD-01534,2026-06-02,PROD-018,6.0,East,56.50978904261816
ORD-01535,2026-01-10,PROD-018,1.0,South,499.4573798963124
ORD-01536,2026-02-25,PROD-030,8.0,North,170.05323221869637
ORD-01537,2026-01-30,PROD-017,8.0,North,376.61011690393474
ORD-01538,2026-04-19,PROD-024,9.0,NORTH,405.26587598314006
ORD-01539,2026-01-05,PROD-003,9.0,NORTH,430.4314027935423
ORD-01540,2026-04-29,PROD-003,2.0,NORTH,498.8378657270567
ORD-01541,02/02/2026,PROD-006,2.0,South,128.33327777586524
ORD-01542,2026-04-28,PROD-013,3.0,North,29.771905161252857
ORD-01543,2026-03-06,PROD-024,1.0,North,211.48384381734712
ORD-01544,2026-05-26,PROD-029,4.0,North,73.739528216184
ORD-01545,2026-06-26,PROD-015,4.0,East,20.98868568940701
ORD-01546,2026-01-11,PROD-025,9.0,North,186.6091452993282
ORD-01547,2026-03-26,PROD-009,9.0,East,394.03174302686585
ORD-01548,2026-01-26,PROD-004,9.0,NORTH,287.4285387002847
ORD-01549,2026-03-04,PROD-014,7.0,NORTH,163.26121471307349
ORD-01550,2026-03-27,PROD-005,2.0,South,330.6275826914327
ORD-01551,02/28/2026,PROD-002,5.0,NORTH,123.68890835131725
ORD-01552,2026-01-27,PROD-011,4.0,South,17.046908575321662
ORD-01553,2026-06-26,PROD-009,8.0,south,384.5331593538494
ORD-01554,2026-06-10,PROD-024,2.0,south,315.6341115833645
ORD-01555,2026-04-08,PROD-003,6.0,WEST,383.52828600547036
ORD-01556,2026-04-15,PROD-027,5.0,South,29.07962817695615
ORD-01557,2026-04-09,PROD-028,2.0,WEST,420.18861763701955
ORD-01558,2026-05-09,PROD-029,1.0,WEST,313.56783801778863
ORD-01559,2026-05-29,PROD-009,8.0,south,286.06372184919366
ORD-01560,2026-02-24,PROD-003,2.0,South,316.0608835761205
ORD-01561,01/06/2026,PROD-025,7.0,south,433.5722909654984
ORD-01562,2026-04-05,PROD-002,9.0,WEST,297.5988882138645
ORD-01563,2026-05-13,PROD-012,9.0,South,294.66568614520787
ORD-01564,2026-04-12,PROD-010,8.0,WEST,495.43278696222524
ORD-01565,2026-01-03,PROD-009,9.0,North,380.7977818635983
ORD-01566,2026-01-23,PROD-015,2.0,South,226.72396467105628
ORD-01567,2026-02-22,PROD-008,6.0,South,356.6245300161346
ORD-01568,2026-06-14,PROD-025,4.0,WEST,200.72293112897637
ORD-01569,2026-03-24,PROD-005,4.0,North,122.14897661691451
ORD-01570,2026-05-25,PROD-011,5.0,East,302.45741967500214
ORD-01571,03/26/2026,PROD-027,3.0,south,464.80922807583624
ORD-01572,2026-03-19,PROD-002,1.0,WEST,465.27836480757674
ORD-01573,2026-04-20,PROD-024,8.0,South,177.53358627169027
ORD-01574,2026-01-01,PROD-028,5.0,south,
ORD-01575,2026-02-20,PROD-015,3.0,south,113.701590299232
ORD-01576,2026-06-22,PROD-006,7.0,south,497.8592436544529
ORD-01577,2026-01-04,PROD-008,7.0,East,490.7477748552885
ORD-01578,2026-04-23,PROD-027,1.0,NORTH,328.2593755566492
ORD-01579,2026-02-01,PROD-005,9.0,WEST,404.162889241962
ORD-01580,2026-02-03,PROD-016,2.0,NORTH,360.399079029013
ORD-01581,04/02/2026,PROD-026,5.0,NORTH,300.6475273293394
ORD-01582,2026-04-05,PROD-018,5.0,NORTH,36.140518524559866
ORD-01583,2026-03-13,PROD-006,8.0,south,232.83452785080394
ORD-01584,2026-02-08,PROD-005,8.0,North,340.64528806203117
ORD-01585,2026-06-03,PROD-028,7.0,south,341.99049080300546
ORD-01586,2026-06-11,PROD-016,7.0,south,192.83008302696797
ORD-01587,2026-04-28,PROD-013,6.0,South,471.429073462435
ORD-01588,2026-01-03,PROD-028,6.0,South,92.0049457960227
ORD-01589,2026-05-03,PROD-005,9.0,NORTH,255.1761286456247
ORD-01590,2026-02-19,PROD-013,6.0,south,348.5331485099032
ORD-01591,01/12/2026,PROD-017,2.0,NORTH,351.5965448869865
ORD-01592,2026-02-23,PROD-018,2.0,South,
ORD-01593,2026-05-13,PROD-008,5.0,North,144.8912245914115
ORD-01594,2026-02-26,PROD-013,4.0,WEST,86.54121865644477
ORD-01595,2026-05-25,PROD-030,2.0,NORTH,321.6107601450883
ORD-01596,2026-04-22,PROD-029,3.0,North,303.6580369083245
ORD-01597,2026-02-16,PROD-019,7.0,WEST,97.88444504172807
ORD-01598,2026-05-31,PROD-026,8.0,East,355.518181329576
ORD-01599,2026-03-26,PROD-003,6.0,NORTH,233.03427594949164
ORD-01600,2026-05-22,PROD-024,5.0,NORTH,337.20268988554494
ORD-01601,03/07/2026,PROD-008,1.0,East,420.30986908737384
ORD-01602,2026-03-16,PROD-002,8.0,East,93.16693000269235
ORD-01603,2026-06-28,PROD-008,3.0,NORTH,19.380985318449973
ORD-01604,2026-04-13,PROD-027,6.0,East,391.76026733393553
ORD-01605,2026-06-15,PROD-013,3.0,south,308.7517383247818
ORD-01606,2026-02-07,PROD-013,7.0,WEST,352.82338911483964
ORD-01607,2026-02-19,PROD-001,7.0,WEST,420.69593774443484
ORD-01608,2026-04-08,PROD-006,9.0,WEST,403.37735806400525
ORD-01609,2026-03-23,PROD-024,5.0,south,
ORD-01610,2026-01-30,PROD-019,8.0,East,272.6081886375379
ORD-01611,03/20/2026,PROD-016,8.0,North,249.36286000335363
ORD-01612,2026-04-01,PROD-008,1.0,East,206.92472794645772
ORD-01613,2026-06-28,PROD-028,5.0,NORTH,85.30861099366022
ORD-01614,2026-02-21,PROD-001,3.0,South,290.577544112191
ORD-01615,2026-06-15,PROD-027,1.0,WEST,145.7361369197296
ORD-01616,2026-03-20,PROD-027,4.0,East,461.440680984358
ORD-01617,2026-01-30,PROD-016,8.0,North,295.7634940957778
ORD-01618,2026-04-16,PROD-009,3.0,NORTH,300.491688448974
ORD-01619,2026-02-20,PROD-013,2.0,south,183.91308382973492
ORD-01620,2026-03-22,PROD-011,9.0,south,35.47478246907667
ORD-01621,05/13/2026,PROD-013,5.0,North,25.554445032764423
ORD-01622,2026-01-29,PROD-025,,NORTH,217.43422063506677
ORD-01623,2026-05-12,PROD-021,2.0,WEST,51.43703526764655
ORD-01624,2026-05-18,PROD-010,9.0,East,307.35500821466815
ORD-01625,2026-05-25,PROD-004,9.0,NORTH,441.67677276343215
ORD-01626,2026-03-15,PROD-027,4.0,south,442.62826009417387
ORD-01627,2026-01-17,PROD-006,4.0,North,332.93225096479387
ORD-01628,2026-03-25,PROD-028,6.0,North,113.50359742173619
ORD-01629,2026-03-10,PROD-007,6.0,East,432.8684473658473
ORD-01630,2026-02-03,PROD-005,1.0,North,444.185783303472
ORD-01631,01/06/2026,PROD-011,9.0,North,106.36025662694976
ORD-01632,2026-02-22,PROD-013,2.0,NORTH,371.33878202763185
ORD-01633,2026-05-06,PROD-026,5.0,WEST,150.39457897429025
ORD-01634,2026-02-12,PROD-025,9.0,East,403.29375305293553
ORD-01635,2026-04-25,PROD-019,4.0,NORTH,498.64657095276533
ORD-01636,2026-04-21,PROD-023,3.0,WEST,24.71274261140248
ORD-01637,2026-05-31,PROD-010,7.0,NORTH,449.70927423755666
ORD-01638,2026-03-21,PROD-010,6.0,South,315.08896146334246
ORD-01639,2026-04-05,PROD-011,8.0,NORTH,486.9574833907624
ORD-01640,2026-04-28,PROD-021,3.0,North,237.85466358794952
ORD-01641,05/24/2026,PROD-030,5.0,WEST,425.22008597997313
ORD-01642,2026-01-08,PROD-007,4.0,East,40.57309361315585
ORD-01643,2026-05-12,PROD-018,4.0,East,174.2867345383649
ORD-01644,2026-04-14,PROD-004,4.0,WEST,42.838103498092885
ORD-01645,2026-05-12,PROD-002,8.0,North,487.9181354047446
ORD-01646,2026-01-25,PROD-014,6.0,south,410.31721456319997
ORD-01647,2026-04-06,PROD-013,3.0,NORTH,427.7482364105255
ORD-01648,2026-06-04,PROD-029,5.0,North,469.60296340260817
ORD-01649,2026-04-03,PROD-012,6.0,South,51.70070819869483
ORD-01650,2026-06-09,PROD-007,5.0,WEST,198.94282033153334
ORD-01651,06/27/2026,PROD-002,6.0,NORTH,44.80709563156104
ORD-01652,2026-03-02,PROD-013,8.0,East,113.28861975951402
ORD-01653,2026-05-02,PROD-014,7.0,south,122.38923074845945
ORD-01654,2026-02-20,PROD-027,5.0,South,239.86253341331354
ORD-01655,2026-05-27,PROD-017,6.0,East,141.59546205228486
ORD-01656,2026-01-21,PROD-009,4.0,WEST,59.479272340702934
ORD-01657,2026-01-05,PROD-017,9.0,NORTH,
ORD-01658,2026-04-02,PROD-008,4.0,WEST,82.16502614052456
ORD-01659,2026-06-19,PROD-002,1.0,NORTH,486.8076309770262
ORD-01660,2026-03-02,PROD-028,7.0,North,382.05332839005206
ORD-01661,01/22/2026,PROD-024,7.0,south,484.20311798208536
ORD-01662,2026-05-29,PROD-013,4.0,North,225.47283838887518
ORD-01663,2026-03-11,PROD-003,3.0,North,146.40055601470172
ORD-01664,2026-01-01,PROD-016,8.0,WEST,401.1636666325015
ORD-01665,2026-05-13,PROD-006,5.0,south,169.86441984016193
ORD-01666,2026-01-12,PROD-019,7.0,NORTH,156.69785311562066
ORD-01667,2026-03-31,PROD-030,4.0,NORTH,123.92793618183728
ORD-01668,2026-02-15,PROD-007,4.0,South,73.54269932987532
ORD-01669,2026-02-03,PROD-010,8.0,East,135.66689989821532
ORD-01670,2026-06-26,PROD-009,8.0,South,184.10667675220498
ORD-01671,03/19/2026,PROD-002,2.0,South,340.2571619914079
ORD-01672,2026-02-14,PROD-028,2.0,NORTH,40.65677268753127
ORD-01673,2026-06-04,PROD-028,3.0,WEST,113.14840043601805
ORD-01674,2026-03-14,PROD-015,3.0,North,406.4215837429214
ORD-01675,2026-01-26,PROD-030,1.0,North,81.99174255604767
ORD-01676,2026-02-16,PROD-005,3.0,North,177.89612179603554
ORD-01677,2026-05-01,PROD-029,6.0,south,433.68287171048866
ORD-01678,2026-02-25,PROD-022,8.0,NORTH,85.9134024602869
ORD-01679,2026-04-04,PROD-004,6.0,WEST,50.54104945291305
ORD-01680,2026-04-17,PROD-020,5.0,south,247.42361758920532
ORD-01681,03/04/2026,PROD-004,4.0,East,158.18556052648285
ORD-01682,2026-02-17,PROD-018,3.0,WEST,286.07009859708853
ORD-01683,2026-03-02,PROD-004,4.0,South,403.8643963369028
ORD-01684,2026-03-22,PROD-027,7.0,WEST,77.20275919484415
ORD-01685,2026-01-26,PROD-017,1.0,WEST,294.54255143159963
ORD-01686,2026-02-05,PROD-012,7.0,North,257.6992925910333
ORD-01687,2026-01-01,PROD-022,1.0,WEST,80.59860514646779
ORD-01688,2026-01-08,PROD-017,2.0,South,315.7592579092014
ORD-01689,2026-04-23,PROD-010,4.0,South,144.0838047517781
ORD-01690,2026-04-09,PROD-022,1.0,NORTH,249.03881608656613
ORD-01691,06/29/2026,PROD-001,9.0,WEST,50.31343889576032
ORD-01692,2026-02-16,PROD-022,6.0,North,235.1961880346753
ORD-01693,2026-05-07,PROD-026,1.0,WEST,160.16709934098196
ORD-01694,2026-02-25,PROD-024,1.0,East,412.96679348082364
ORD-01695,2026-01-14,PROD-027,6.0,East,37.919576228710454
ORD-01696,2026-01-28,PROD-018,4.0,North,215.11756470998168
ORD-01697,2026-03-19,PROD-018,4.0,NORTH,234.63139782440462
ORD-01698,2026-05-10,PROD-014,6.0,NORTH,365.2529773865682
ORD-01699,2026-04-19,PROD-015,7.0,South,291.4009117942034
ORD-01700,2026-06-03,PROD-029,9.0,South,336.93404522514874
ORD-01701,01/14/2026,PROD-012,5.0,south,390.7541499693605
ORD-01702,2026-02-25,PROD-004,9.0,North,432.4794570925125
ORD-01703,2026-04-25,PROD-027,4.0,WEST,163.79899339401055
ORD-01704,2026-01-07,PROD-003,2.0,North,273.6311256283125
ORD-01705,2026-01-03,PROD-020,3.0,south,421.65295843520795
ORD-01706,2026-04-21,PROD-029,1.0,South,494.83105417287766
ORD-01707,2026-05-31,PROD-012,6.0,North,445.8644624114439
ORD-01708,2026-04-17,PROD-007,6.0,North,192.01895868594463
ORD-01709,2026-01-18,PROD-029,1.0,South,105.6315934371387
ORD-01710,2026-02-07,PROD-011,3.0,south,249.80234332922848
ORD-01711,04/25/2026,PROD-001,5.0,South,373.4043113996607
ORD-01712,2026-01-15,PROD-006,3.0,NORTH,251.35884466911583
ORD-01713,2026-04-29,PROD-015,3.0,WEST,246.75862302369757
ORD-01714,2026-01-28,PROD-015,3.0,South,420.7329063300823
ORD-01715,2026-02-08,PROD-019,5.0,south,187.08785174292132
ORD-01716,2026-01-17,PROD-011,5.0,East,431.29939065770634
ORD-01717,2026-03-27,PROD-026,4.0,NORTH,209.33435246634454
ORD-01718,2026-05-06,PROD-023,1.0,East,170.83422178238632
ORD-01719,2026-02-13,PROD-026,5.0,South,232.45505648785252
ORD-01720,2026-01-25,PROD-002,5.0,NORTH,383.5990097506855
ORD-01721,05/25/2026,PROD-014,4.0,WEST,71.74099365335721
ORD-01722,2026-01-13,PROD-002,6.0,South,106.24541577728851
ORD-01723,2026-01-25,PROD-029,4.0,WEST,476.2079645749151
ORD-01724,2026-03-09,PROD-004,7.0,North,95.99089741686511
ORD-01725,2026-05-18,PROD-017,7.0,East,288.18638578621676
ORD-01726,2026-03-08,PROD-003,2.0,NORTH,293.86408866434954
ORD-01727,2026-04-19,PROD-013,3.0,WEST,249.91598640461996
ORD-01728,2026-05-26,PROD-009,1.0,south,325.9251718026411
ORD-01729,2026-04-21,PROD-007,,WEST,122.61509564083303
ORD-01730,2026-04-21,PROD-015,9.0,south,280.8045112106066
ORD-01731,02/03/2026,PROD-023,4.0,South,192.3648950709796
ORD-01732,2026-04-21,PROD-029,6.0,NORTH,334.21695721830264
ORD-01733,2026-01-08,PROD-029,9.0,WEST,79.19953625284323
ORD-01734,2026-06-17,PROD-011,6.0,WEST,289.72993425134337
ORD-01735,2026-04-23,PROD-020,9.0,NORTH,100.78247413782861
ORD-01736,2026-03-24,PROD-002,4.0,WEST,146.53510092636785
ORD-01737,2026-02-11,PROD-015,8.0,south,117.16780215855579
ORD-01738,2026-06-18,PROD-014,9.0,WEST,99.59051213572039
ORD-01739,2026-04-11,PROD-020,4.0,East,414.59836626472685
ORD-01740,2026-01-06,PROD-022,5.0,South,149.99670815383627
ORD-01741,06/29/2026,PROD-011,8.0,North,464.29065311358016
ORD-01742,2026-01-26,PROD-027,6.0,south,485.2639974191435
ORD-01743,2026-03-05,PROD-003,7.0,East,289.9176302691777
ORD-01744,2026-02-28,PROD-017,3.0,South,80.07055010620593
ORD-01745,2026-04-19,PROD-030,7.0,NORTH,193.52863925599482
ORD-01746,2026-05-01,PROD-012,8.0,south,400.8888090406249
ORD-01747,2026-02-02,PROD-024,6.0,North,190.02145706156452
ORD-01748,2026-05-30,PROD-028,9.0,South,52.638436968366484
ORD-01749,2026-01-21,PROD-029,6.0,North,282.8246063548121
ORD-01750,2026-03-11,PROD-021,9.0,NORTH,424.10921723305705
ORD-01751,04/22/2026,PROD-015,4.0,NORTH,400.0039297003162
ORD-01752,2026-01-04,PROD-016,8.0,south,95.81033866387308
ORD-01753,2026-04-04,PROD-005,4.0,WEST,339.6546610621087
ORD-01754,2026-03-16,PROD-027,2.0,NORTH,118.04708908346709
ORD-01755,2026-03-03,PROD-020,9.0,South,116.92169193056439
ORD-01756,2026-04-04,PROD-006,5.0,WEST,438.29516891954074
ORD-01757,2026-04-05,PROD-019,4.0,East,132.33778684271277
ORD-01758,2026-06-01,PROD-025,2.0,North,138.99119979382547
ORD-01759,2026-02-24,PROD-005,1.0,WEST,10.320161473036782
ORD-01760,2026-05-17,PROD-003,7.0,North,436.62782672150365
ORD-01761,05/11/2026,PROD-027,6.0,WEST,398.37145847247604
ORD-01762,2026-01-31,PROD-001,2.0,East,317.3911781944322
ORD-01763,2026-02-09,PROD-026,8.0,NORTH,377.6302243300327
ORD-01764,2026-02-05,PROD-028,4.0,East,84.50379803800098
ORD-01765,2026-06-01,PROD-006,8.0,NORTH,234.57856134791197
ORD-01766,2026-01-06,PROD-015,7.0,NORTH,182.09749980090263
ORD-01767,2026-03-07,PROD-002,5.0,North,55.95049786593808
ORD-01768,2026-03-16,PROD-029,8.0,South,248.2039377553128
ORD-01769,2026-01-04,PROD-003,9.0,East,461.16242866789133
ORD-01770,2026-03-20,PROD-017,5.0,WEST,29.628968334840295
ORD-01771,05/14/2026,PROD-025,5.0,East,152.81584761195901
ORD-01772,2026-04-28,PROD-024,2.0,North,111.69505874079469
ORD-01773,2026-04-23,PROD-012,5.0,NORTH,126.6918602961912
ORD-01774,2026-04-04,PROD-018,3.0,North,455.1329304208939
ORD-01775,2026-06-28,PROD-015,7.0,south,239.35383657480216
ORD-01776,2026-03-03,PROD-012,5.0,south,238.48671234051122
ORD-01777,2026-03-20,PROD-016,8.0,WEST,382.68206480308834
ORD-01778,2026-05-16,PROD-027,1.0,North,85.70117996241365
ORD-01779,2026-01-26,PROD-008,,WEST,248.76002350902488
ORD-01780,2026-06-28,PROD-028,3.0,WEST,220.69275491931927
ORD-01781,06/22/2026,PROD-014,9.0,south,302.4862383678615
ORD-01782,2026-02-13,PROD-025,5.0,WEST,499.7832745927149
ORD-01783,2026-05-13,PROD-017,9.0,south,387.0299581002031
ORD-01784,2026-03-11,PROD-029,9.0,NORTH,204.9541944785393
ORD-01785,2026-06-03,PROD-021,1.0,North,415.500995614283
ORD-01786,2026-04-28,PROD-008,2.0,WEST,93.64709802311529
ORD-01787,2026-03-09,PROD-015,5.0,south,24.927206291390462
ORD-01788,2026-01-19,PROD-027,4.0,East,110.1797025074938
ORD-01789,2026-01-20,PROD-014,9.0,WEST,176.80166249598724
ORD-01790,2026-04-23,PROD-018,7.0,South,260.18457115518436
ORD-01791,05/20/2026,PROD-020,6.0,NORTH,311.4132788651879
ORD-01792,2026-02-16,PROD-007,7.0,NORTH,456.1968014350667
ORD-01793,2026-01-01,PROD-003,1.0,East,259.8284646797242
ORD-01794,2026-03-31,PROD-029,1.0,south,255.6250658666074
ORD-01795,2026-05-22,PROD-012,8.0,WEST,34.61907481326125
ORD-01796,2026-03-05,PROD-021,2.0,south,27.106660801549666
ORD-01797,2026-02-07,PROD-024,9.0,NORTH,280.0683813390223
ORD-01798,2026-02-06,PROD-028,7.0,south,224.7075204916888
ORD-01799,2026-05-06,PROD-026,6.0,NORTH,421.19839354034633
ORD-01800,2026-05-19,PROD-003,1.0,south,88.73299650880413
ORD-01801,04/10/2026,PROD-020,1.0,East,22.236114437354303
ORD-01802,2026-03-18,PROD-014,2.0,North,230.02899628576168
